用户ID,用户姓名,商品ID,商品名称,商品类别,单价,购买时间,购买数量,消费金额,用户城市,用户性别,用户年龄
U7583,孔冠轮,P52873,化妆刷套装,美妆,827.92,2024-08-12 17:26:33,1,827.92,深圳,男,49
U1356,路朋才,P12474,蓝牙耳机,电子产品,2772.04,2024-10-09 17:20:22,1,2772.04,上海,男,52
U4515,颜东发,P25641,技术教材,书籍,137.61,2024-08-15 12:50:28,5,688.05,上海,男,33
U6828,霍善,P23596,跑步鞋,运动,286.06,2024-05-11 18:04:54,4,1144.24,广州,女,45
U8071,袁辉,P56485,跑步鞋,运动,643.53,2024-10-06 11:36:58,5,3217.65,西安,女,60
U1973,茅龙朗,P11226,T恤,服装,60.92,2024-12-19 02:02:53,4,243.68,北京,男,52
U2230,韩亮,P71683,历史书籍,书籍,888.98,2024-07-18 18:39:25,5,4444.9,天津,男,44
U5146,万河龙,P17217,抱枕,家居,1194.32,2024-11-29 17:18:27,4,4777.28,天津,女,59
U3588,贲岩和,P38248,香水,美妆,947.17,2024-02-13 02:43:56,5,4735.85,西安,女,47
U5383,章康哲,P23974,平板电脑,电子产品,2743.78,2024-09-22 19:00:33,3,8231.34,南京,男,35
U9145,刁博,P15847,乐高积木,玩具,65.95,2024-03-08 14:43:57,2,131.9,北京,男,47
U1796,褚宁强,P49617,芭比娃娃,玩具,971.8,2024-10-16 07:22:36,5,4859.0,西安,男,39
U5801,龚维,P33210,心理学,书籍,285.61,2024-06-27 03:13:26,3,856.83,天津,男,27
U4906,时贵辰,P91513,化妆刷套装,美妆,202.6,2024-03-04 06:39:08,3,607.8,南京,男,33
U6811,滕飞,P82573,跑步鞋,运动,296.78,2024-03-19 15:55:17,4,1187.12,深圳,女,57
U9122,俞国,P75987,遥控车,玩具,243.8,2024-05-22 06:05:42,4,975.2,杭州,女,20
U5939,赵弘功,P13910,收纳盒,家居,1913.05,2024-11-21 01:26:44,2,3826.1,西安,男,46
U9536,虞政,P85204,技术教材,书籍,750.3,2024-07-24 18:59:23,5,3751.5,西安,女,26
U1308,夏诚鹏,P43760,面霜,美妆,676.94,2024-06-22 22:43:48,3,2030.82,重庆,女,33
U2496,安学翔,P70493,跑步鞋,运动,526.7,2024-11-18 23:09:44,2,1053.4,成都,女,59
U4683,宣德敬,P24882,跑步鞋,运动,775.39,2024-04-24 03:59:33,2,1550.78,成都,男,65
U1029,韦达旭,P37150,连衣裙,服装,105.53,2024-02-27 15:46:12,1,105.53,苏州,男,38
U1109,宣保朋,P72523,T恤,服装,145.3,2024-11-25 14:49:43,5,726.5,武汉,女,24
U2680,酆毅松,P13405,粉底液,美妆,210.15,2024-12-08 05:07:30,5,1050.75,南京,男,63
U7255,丁安,P95936,智能手机,电子产品,5375.79,2024-11-06 12:17:35,2,10751.58,武汉,男,35
U9158,孔之谦,P72365,科幻小说,书籍,559.62,2024-01-16 05:49:48,5,2798.1,西安,男,36
U8863,邱明义,P53455,显示器,电子产品,9158.24,2024-11-18 10:03:58,3,27474.72,武汉,女,41
U9204,卫钧,P72966,抱枕,家居,4906.49,2024-06-12 22:18:38,2,9812.98,天津,男,37
U6141,褚坚,P26705,粉底液,美妆,332.25,2024-08-31 04:44:06,3,996.75,北京,女,62
U1531,时行,P71057,连衣裙,服装,311.38,2024-01-02 15:22:39,2,622.76,天津,男,51
U9347,穆军,P15172,口红,美妆,211.21,2024-08-24 02:41:46,2,422.42,广州,男,33
U6995,卢晨榕,P85841,粉底液,美妆,119.8,2024-03-12 07:02:03,2,239.6,北京,男,36
U9305,袁祥,P76861,技术教材,书籍,763.7,2024-12-14 20:00:47,2,1527.4,北京,男,44
U4216,邓波刚,P58322,夹克,服装,150.21,2024-11-25 21:06:14,4,600.84,深圳,男,23
U3119,王福敬,P77269,篮球,运动,482.87,2024-03-04 13:15:20,5,2414.35,西安,男,48
U4632,倪广彬,P33494,洗发水,美妆,669.59,2024-07-19 12:51:20,2,1339.18,武汉,女,58
U4755,吉启伦,P88779,化妆刷套装,美妆,577.75,2024-10-20 13:46:46,3,1733.25,南京,男,20
U1262,周文超,P40762,卫衣,服装,490.33,2024-05-18 09:07:36,1,490.33,深圳,女,47
U7812,于善航,P38559,乐高积木,玩具,789.86,2024-12-29 16:59:35,3,2369.58,上海,女,22
U7874,解顺,P82759,办公椅,家居,4683.19,2024-09-04 21:57:11,4,18732.76,广州,女,65
U9257,娄兴,P10361,历史书籍,书籍,841.92,2024-07-23 10:27:04,3,2525.76,南京,男,31
U1048,缪炎宁,P25957,山地车,运动,377.41,2024-10-23 20:36:38,3,1132.23,武汉,男,39
U2131,邱先,P80878,夹克,服装,436.0,2024-10-05 06:26:54,4,1744.0,广州,女,21
U5858,孟善,P86555,显示器,电子产品,4834.72,2024-08-04 21:18:17,5,24173.6,重庆,男,60
U4584,沈建壮,P42567,拼图,玩具,212.63,2024-01-21 16:00:52,3,637.89,杭州,女,48
U9350,应星,P95420,智能手机,电子产品,9809.86,2024-07-31 19:22:26,2,19619.72,武汉,男,39
U1974,伏新中,P31225,心理学,书籍,235.54,2024-01-05 05:38:50,4,942.16,广州,男,46
U8469,顾政斌,P82592,漫画,书籍,518.76,2024-01-02 15:38:36,1,518.76,重庆,男,18
U6652,包世彪,P32845,牛仔裤,服装,797.01,2024-09-24 06:37:58,1,797.01,重庆,女,29
U9233,孔顺,P68634,羽绒服,服装,595.19,2024-05-03 23:20:31,1,595.19,深圳,男,45
U7622,戚士,P26333,人物传记,书籍,470.39,2024-01-05 04:05:58,3,1411.17,上海,男,55
U3100,俞彪彪,P20022,历史书籍,书籍,121.61,2024-08-02 00:21:20,5,608.05,苏州,女,61
U7100,熊承震,P38584,洗发水,美妆,95.19,2024-11-10 04:34:01,4,380.76,重庆,女,62
U9480,郑致,P96658,智能手机,电子产品,9825.03,2024-04-13 14:08:19,4,39300.12,北京,女,18
U6506,昝中奇,P15622,历史书籍,书籍,283.73,2024-04-07 16:48:12,3,851.19,西安,女,18
U8551,秦启亮,P45078,哑铃,运动,236.05,2024-09-06 14:02:49,2,472.1,成都,男,27
U9279,赵光友,P99076,乐高积木,玩具,653.01,2024-06-09 09:19:35,4,2612.04,深圳,男,48
U2758,危豪士,P45810,山地车,运动,295.29,2024-05-30 07:37:41,3,885.87,深圳,男,48
U9736,蒋庆茂,P56257,沙发,家居,4491.74,2024-10-07 05:17:24,4,17966.96,重庆,女,21
U3474,杜利诚,P90050,遥控车,玩具,379.24,2024-01-21 10:19:22,1,379.24,西安,女,49
U6105,邵康林,P34014,台灯,家居,312.63,2024-02-09 15:42:31,5,1563.15,杭州,女,50
U2632,水朋,P40521,蓝牙耳机,电子产品,2585.99,2024-04-16 03:39:07,3,7757.97,西安,男,52
U9628,戴善,P87511,充电宝,电子产品,7036.92,2024-07-28 20:58:38,4,28147.68,成都,男,20
U4225,杨亨广,P62357,蓝牙耳机,电子产品,3083.64,2024-07-27 00:45:31,2,6167.28,重庆,男,59
U4527,袁顺强,P56958,抱枕,家居,210.72,2024-08-05 12:49:41,1,210.72,武汉,男,52
U3919,吴维星,P79918,历史书籍,书籍,659.66,2024-07-23 23:32:53,4,2638.64,西安,男,36
U3244,常政博,P88437,人物传记,书籍,369.57,2024-07-16 15:39:06,3,1108.71,北京,女,44
U8146,凌壮文,P28667,篮球,运动,392.71,2024-11-17 13:09:11,3,1178.13,苏州,女,55
U9444,樊家思,P97470,牛仔裤,服装,112.73,2024-07-11 08:29:28,5,563.65,武汉,男,57
U5669,颜邦楠,P83188,化妆刷套装,美妆,250.24,2024-04-11 03:00:18,5,1251.2,天津,男,49
U1991,邵有茂,P36981,毛绒玩具,玩具,583.89,2024-02-29 01:24:50,3,1751.67,天津,女,20
U9482,袁维谦,P46099,羽毛球拍,运动,677.08,2024-06-26 21:33:07,5,3385.4,西安,男,39
U8121,秦中才,P17254,蓝牙耳机,电子产品,2132.46,2024-03-08 02:22:33,5,10662.3,西安,女,51
U8115,齐旭辉,P81498,智能手表,电子产品,1884.26,2024-06-29 20:13:28,1,1884.26,重庆,女,59
U3415,干豪,P99941,桌游,玩具,480.98,2024-01-18 14:24:00,3,1442.94,西安,女,19
U5184,计文天,P67082,台灯,家居,1625.73,2024-07-07 00:48:06,4,6502.92,南京,男,47
U3672,尹信清,P54012,香水,美妆,633.47,2024-06-25 09:49:43,2,1266.94,杭州,男,27
U4857,蒋震,P80834,拼图,玩具,256.12,2024-12-01 04:56:29,2,512.24,深圳,男,25
U2355,韦翔岩,P11919,运动鞋,服装,791.98,2024-11-22 09:31:37,5,3959.9,西安,男,40
U1301,华明磊,P16775,智能手表,电子产品,8619.3,2024-03-19 20:40:15,5,43096.5,南京,男,51
U6800,张思庆,P77544,遥控车,玩具,407.34,2024-08-15 01:52:27,2,814.68,深圳,男,29
U8180,麻江伯,P30140,牛仔裤,服装,195.84,2024-11-07 05:09:29,3,587.52,杭州,男,43
U5737,颜勇,P19879,跳绳,运动,335.06,2024-12-23 11:47:13,1,335.06,苏州,女,36
U1371,吉峰永,P60011,夹克,服装,148.99,2024-04-24 05:44:36,4,595.96,天津,女,65
U8749,姚奇启,P92487,面霜,美妆,569.75,2024-02-21 13:14:02,2,1139.5,南京,女,51
U5291,韦克钧,P78446,办公椅,家居,2386.06,2024-10-19 20:59:12,2,4772.12,苏州,女,54
U4677,马强鹏,P21130,跑步鞋,运动,279.6,2024-04-12 22:36:07,4,1118.4,天津,女,65
U9582,唐毅亨,P77314,抱枕,家居,341.23,2024-09-23 22:34:20,4,1364.92,武汉,男,43
U2132,狄树,P11341,四件套,家居,167.57,2024-12-12 14:41:55,3,502.71,苏州,女,32
U5100,舒进克,P50789,瑜伽垫,运动,361.71,2024-05-19 01:18:28,1,361.71,重庆,女,35
U8109,邵成德,P61946,时尚杂志,书籍,903.25,2024-04-08 14:27:49,5,4516.25,成都,女,38
U4123,史诚亨,P35511,瑜伽垫,运动,716.45,2024-11-08 06:25:04,3,2149.35,杭州,男,18
U8908,梅峰星,P50870,漫画,书籍,479.49,2024-02-02 10:46:51,4,1917.96,重庆,男,23
U3580,陶鸣,P68863,收纳盒,家居,1582.09,2024-10-24 06:42:13,1,1582.09,上海,女,38
U9284,罗顺鸣,P66380,化妆刷套装,美妆,735.73,2024-07-30 21:53:16,4,2942.92,成都,女,53
U8613,钮发斌,P74098,遥控车,玩具,45.26,2024-01-21 17:09:23,5,226.3,深圳,男,46
U8765,项树盛,P58466,运动鞋,服装,829.91,2024-09-20 14:48:35,3,2489.73,广州,女,29
U1169,韦绍坚,P77961,羽毛球拍,运动,416.88,2024-02-02 07:21:47,2,833.76,广州,女,46
U5934,宣坚元,P39877,面霜,美妆,637.35,2024-03-09 19:44:17,3,1912.05,北京,女,21
U4305,孟晨才,P67483,漫画,书籍,489.75,2024-03-09 23:36:36,3,1469.25,北京,男,56
U6008,伍宁楠,P49210,羽毛球拍,运动,357.4,2024-04-03 20:44:59,3,1072.2,南京,女,32
U6151,万胜平,P56710,技术教材,书籍,315.24,2024-07-16 20:03:37,5,1576.2,苏州,男,42
U6503,计功,P19788,变形金刚,玩具,972.11,2024-01-15 02:20:26,5,4860.55,广州,女,37
U2455,姜顺,P43608,T恤,服装,839.43,2024-08-23 13:00:12,2,1678.86,上海,男,41
U7824,皮亮,P18247,收纳盒,家居,1379.8,2024-08-25 08:25:48,1,1379.8,重庆,女,26
U7804,强树,P97058,心理学,书籍,800.82,2024-03-07 08:16:45,4,3203.28,杭州,女,38
U1468,萧震志,P92130,T恤,服装,493.78,2024-05-09 12:50:05,5,2468.9,苏州,女,43
U8231,华亮清,P46169,人物传记,书籍,659.17,2024-12-18 04:01:34,4,2636.68,南京,女,42
U9873,喻诚诚,P49251,办公椅,家居,1003.9,2024-02-05 21:22:37,2,2007.8,成都,女,23
U9819,金士,P29838,沙发,家居,1116.51,2024-07-12 02:38:01,2,2233.02,西安,女,44
U7731,余星德,P76339,牛仔裤,服装,285.35,2024-06-25 12:14:35,3,856.05,杭州,男,58
U9376,窦梁克,P61714,哑铃,运动,469.97,2024-06-04 03:53:27,4,1879.88,南京,男,23
U2712,应宁,P88634,历史书籍,书籍,837.96,2024-11-22 00:01:12,2,1675.92,南京,男,45
U4256,廉家元,P60601,收纳盒,家居,4762.79,2024-01-03 10:07:18,3,14288.37,武汉,男,18
U6141,经飞克,P96731,粉底液,美妆,870.04,2024-07-03 07:30:42,4,3480.16,重庆,男,28
U2526,万发轮,P49242,跑步鞋,运动,939.17,2024-01-11 10:38:34,4,3756.68,深圳,男,55
U4185,茅树林,P20751,蓝牙耳机,电子产品,8747.64,2024-02-12 19:46:17,4,34990.56,北京,女,53
U4479,石河河,P40934,山地车,运动,539.38,2024-03-31 11:56:38,4,2157.52,重庆,男,24
U6108,卞龙固,P50868,人物传记,书籍,656.57,2024-02-25 22:16:32,1,656.57,南京,女,51
U3601,皮树会,P57761,面霜,美妆,372.96,2024-11-29 12:19:47,2,745.92,天津,男,41
U9029,苗元庆,P55025,香水,美妆,715.6,2024-08-14 18:29:03,3,2146.8,深圳,女,37
U7855,彭士,P79296,拼图,玩具,57.14,2024-01-14 22:10:17,2,114.28,重庆,男,46
U7683,喻山功,P24492,收纳盒,家居,3033.19,2024-07-19 09:55:47,5,15165.95,上海,男,41
U5140,蓝江,P47811,历史书籍,书籍,273.29,2024-02-23 11:05:06,2,546.58,武汉,男,40
U4250,范家之,P31411,毛绒玩具,玩具,728.0,2024-12-09 23:06:34,4,2912.0,杭州,男,48
U6332,苗鸣涛,P35384,餐桌,家居,2376.31,2024-04-04 13:41:38,5,11881.55,南京,女,24
U2588,林志飞,P93810,平板电脑,电子产品,1719.32,2024-06-01 13:37:30,1,1719.32,上海,男,43
U3316,费振会,P23322,羽毛球拍,运动,77.58,2024-09-09 23:04:32,3,232.74,苏州,女,21
U5964,施朋固,P30184,充电宝,电子产品,6153.23,2024-06-12 15:46:25,2,12306.46,苏州,男,52
U9796,李海行,P60417,抱枕,家居,1508.87,2024-03-26 02:05:05,3,4526.61,西安,女,45
U3539,王风振,P52993,显示器,电子产品,4395.99,2024-04-08 20:07:54,3,13187.97,深圳,男,23
U9315,彭厚,P83168,跳绳,运动,83.0,2024-02-29 20:19:56,1,83.0,南京,女,46
U6677,时力星,P91976,羽绒服,服装,983.04,2024-09-22 03:35:51,1,983.04,广州,男,34
U7948,贾博杰,P72673,哑铃,运动,921.26,2024-03-14 02:44:33,1,921.26,北京,女,37
U6098,唐胜,P37776,办公椅,家居,3170.31,2024-02-07 21:47:16,2,6340.62,成都,女,61
U7679,魏风茂,P14647,瑜伽垫,运动,650.79,2024-04-01 16:09:41,2,1301.58,西安,女,50
U5644,戴炎刚,P58468,历史书籍,书籍,224.81,2024-05-15 15:36:59,1,224.81,深圳,女,40
U1849,薛岩广,P52634,办公椅,家居,2369.82,2024-07-04 01:45:22,1,2369.82,武汉,女,47
U8640,钟有和,P76944,T恤,服装,39.31,2024-07-06 06:33:11,3,117.93,苏州,男,29
U7156,郭诚成,P98962,漫画,书籍,333.73,2024-10-21 13:03:04,4,1334.92,天津,男,39
U5212,凌震伦,P87752,卫衣,服装,532.38,2024-03-09 05:41:23,1,532.38,深圳,女,58
U9147,夏岩勇,P70956,卫衣,服装,865.5,2024-04-13 15:34:28,2,1731.0,广州,男,19
U2098,阮才飞,P84760,漫画,书籍,688.84,2024-02-27 21:56:24,1,688.84,重庆,男,21
U7370,贝栋辰,P52588,跳绳,运动,926.3,2024-09-17 16:14:13,1,926.3,天津,女,30
U7329,左河永,P68989,羽绒服,服装,627.18,2024-07-11 15:02:18,1,627.18,杭州,女,39
U6317,郎维旭,P52913,芭比娃娃,玩具,104.66,2024-09-23 18:09:59,5,523.3,南京,男,51
U4318,宗达,P82600,芭比娃娃,玩具,426.91,2024-10-11 18:45:18,4,1707.64,武汉,男,48
U3585,苏强保,P91608,心理学,书籍,376.37,2024-12-03 20:18:19,2,752.74,成都,男,36
U6917,经楠龙,P61412,拼图,玩具,872.54,2024-09-05 11:11:51,1,872.54,武汉,男,59
U1545,元发琛,P41380,餐桌,家居,1603.75,2024-04-26 12:09:16,1,1603.75,广州,男,47
U2201,柏力保,P47045,粉底液,美妆,905.52,2024-04-30 19:09:19,5,4527.6,南京,男,23
U5178,窦承全,P46334,拼图,玩具,828.93,2024-06-10 13:32:33,2,1657.86,武汉,女,53
U9090,卫晨朗,P89430,时尚杂志,书籍,64.49,2024-01-29 12:14:57,5,322.45,北京,男,48
U2057,江利鹏,P83660,桌游,玩具,236.43,2024-08-19 05:05:12,5,1182.15,天津,女,30
U8708,王信力,P23598,历史书籍,书籍,680.75,2024-06-12 22:13:48,3,2042.25,杭州,男,20
U7147,姜航风,P43794,笔记本电脑,电子产品,4274.43,2024-07-14 04:15:10,3,12823.29,苏州,男,60
U3690,洪翔,P15529,遥控车,玩具,482.75,2024-05-04 05:51:00,1,482.75,深圳,女,48
U6830,计克志,P84629,毛绒玩具,玩具,937.1,2024-03-27 22:13:42,3,2811.3,上海,男,25
U2200,蔡彪,P36234,漫画,书籍,850.89,2024-03-18 09:35:02,5,4254.45,北京,女,42
U2177,缪乐,P62965,乐高积木,玩具,329.92,2024-12-15 23:30:36,5,1649.6,天津,女,27
U3344,岑生启,P32061,显示器,电子产品,4785.71,2024-10-17 07:26:42,2,9571.42,成都,男,25
U4435,余广航,P18532,防晒霜,美妆,56.15,2024-11-30 21:40:14,2,112.3,杭州,男,24
U2146,毕顺辉,P57173,心理学,书籍,416.9,2024-01-17 12:13:09,1,416.9,武汉,男,27
U4006,章若,P10026,科幻小说,书籍,359.23,2024-11-19 16:24:12,1,359.23,天津,女,46
U8081,谢磊伦,P93442,运动鞋,服装,410.57,2024-09-28 02:08:39,5,2052.85,北京,女,29
U8960,支腾克,P51640,瑜伽垫,运动,913.47,2024-07-03 10:33:49,1,913.47,深圳,男,54
U3591,阮杰安,P41534,防晒霜,美妆,883.73,2024-05-24 06:46:00,2,1767.46,南京,男,43
U9926,梁朋德,P63707,变形金刚,玩具,882.07,2024-12-02 16:05:13,1,882.07,广州,男,25
U1601,柯琛,P46213,智能手机,电子产品,8261.4,2024-12-22 02:27:22,1,8261.4,南京,女,50
U5682,丁豪启,P10327,毛绒玩具,玩具,867.06,2024-03-04 15:03:18,5,4335.3,天津,女,36
U7551,钟梁,P73809,哑铃,运动,139.42,2024-12-10 23:31:30,2,278.84,深圳,女,45
U4538,苗琛哲,P28835,遥控车,玩具,837.14,2024-02-03 01:09:28,4,3348.56,北京,男,42
U3334,方善,P51828,台灯,家居,3135.7,2024-06-21 19:22:21,5,15678.5,武汉,男,54
U6013,裘民飞,P81884,漫画,书籍,465.29,2024-05-07 08:43:26,2,930.58,成都,女,46
U5691,危海,P70316,卫衣,服装,509.74,2024-11-18 04:17:25,2,1019.48,成都,女,39
U7704,房康,P10099,遥控车,玩具,374.94,2024-06-29 07:41:01,4,1499.76,深圳,男,51
U3839,魏强福,P17293,遥控车,玩具,44.52,2024-08-02 12:56:26,2,89.04,天津,女,22
U8640,贝敬腾,P15118,收纳盒,家居,562.73,2024-11-20 05:34:20,1,562.73,北京,女,49
U1029,干波永,P87674,办公椅,家居,135.85,2024-04-30 18:00:17,4,543.4,上海,女,31
U8636,戚河,P84115,笔记本电脑,电子产品,2738.87,2024-12-01 18:46:31,3,8216.61,成都,男,37
U3409,纪诚,P22796,牛仔裤,服装,29.67,2024-12-18 03:14:51,1,29.67,广州,男,34
U2816,邵功波,P46449,篮球,运动,897.57,2024-08-01 20:30:27,2,1795.14,成都,男,23
U8017,强轮弘,P28212,夹克,服装,745.25,2024-07-11 18:32:12,5,3726.25,杭州,女,53
U7038,卞新,P63908,洗发水,美妆,458.13,2024-02-13 18:32:57,3,1374.39,重庆,男,55
U6936,邓鹏,P20893,遥控车,玩具,255.36,2024-01-03 00:47:26,4,1021.44,广州,女,60
U8608,宗炎新,P56170,办公椅,家居,2286.76,2024-06-11 20:02:20,4,9147.04,重庆,男,21
U2980,丁宏庆,P62049,夹克,服装,480.04,2024-10-02 16:03:02,3,1440.12,杭州,女,54
U5481,单宁启,P85443,办公椅,家居,1167.93,2024-11-05 09:24:51,3,3503.79,上海,女,21
U1525,苗诚,P66896,夹克,服装,31.88,2024-04-08 22:43:45,5,159.4,重庆,男,22
U8508,汤亮,P22526,笔记本电脑,电子产品,1102.08,2024-06-26 10:23:04,2,2204.16,重庆,女,29
U3051,沈信克,P69511,心理学,书籍,992.01,2024-01-14 21:17:18,4,3968.04,南京,女,60
U3561,项树广,P35348,口红,美妆,307.04,2024-05-27 12:14:18,5,1535.2,广州,女,32
U8778,阮保琛,P29487,变形金刚,玩具,451.23,2024-05-12 18:45:06,5,2256.15,苏州,男,35
U8292,梅安东,P48802,变形金刚,玩具,653.41,2024-04-16 07:49:00,4,2613.64,成都,女,49
U4716,卢峰,P54372,拼图,玩具,926.43,2024-06-04 17:05:50,3,2779.29,苏州,男,53
U9005,邹俊庆,P10087,香水,美妆,778.11,2024-08-14 19:57:40,4,3112.44,广州,女,51
U7946,凌心有,P62891,变形金刚,玩具,77.92,2024-12-08 19:37:18,1,77.92,天津,女,44
U8549,魏利晨,P73440,化妆刷套装,美妆,418.77,2024-12-24 17:57:47,4,1675.08,西安,男,28
U4036,贝克涛,P47895,心理学,书籍,870.04,2024-08-30 01:15:35,1,870.04,北京,女,28
U4068,苗友全,P41195,桌游,玩具,998.0,2024-08-08 14:44:19,2,1996.0,北京,女,22
U8455,钱琛世,P38292,香水,美妆,326.63,2024-06-22 03:47:09,1,326.63,苏州,男,45
U6431,史朋子,P20933,技术教材,书籍,483.42,2024-10-23 06:44:16,3,1450.26,深圳,男,40
U1780,应天,P30492,四件套,家居,4293.56,2024-07-31 14:03:56,1,4293.56,广州,男,33
U9524,熊元健,P64408,口红,美妆,72.35,2024-08-11 23:25:15,5,361.75,杭州,女,30
U1049,阮心,P73872,夹克,服装,605.36,2024-05-19 07:27:05,1,605.36,苏州,女,60
U5575,殷强谦,P38581,夹克,服装,184.74,2024-04-19 08:40:37,3,554.22,武汉,男,53
U6399,管光,P83984,智能手表,电子产品,4887.95,2024-12-03 17:14:36,4,19551.8,上海,男,38
U2487,管弘泰,P42863,时尚杂志,书籍,987.41,2024-07-24 16:43:44,4,3949.64,南京,女,40
U6059,凤福,P38579,历史书籍,书籍,137.89,2024-06-04 06:57:25,1,137.89,深圳,男,46
U4908,邓强彬,P33868,四件套,家居,1267.4,2024-11-01 05:19:30,4,5069.6,成都,女,65
U8543,施启,P21183,乐高积木,玩具,497.18,2024-06-22 18:06:58,4,1988.72,西安,男,31
U1281,曹兴,P83880,瑜伽垫,运动,954.48,2024-05-28 18:29:41,2,1908.96,西安,男,35
U1953,萧毅泰,P45808,拼图,玩具,132.24,2024-04-11 20:40:33,3,396.72,南京,女,33
U5201,宋裕建,P67352,显示器,电子产品,7328.15,2024-02-03 21:48:03,4,29312.6,成都,女,30
U2871,宗朗雄,P81559,粉底液,美妆,962.25,2024-12-04 08:56:01,2,1924.5,上海,女,61
U4201,戚钧子,P65979,台灯,家居,633.05,2024-08-20 07:15:49,2,1266.1,杭州,女,29
U3773,谢固之,P65207,科幻小说,书籍,125.95,2024-09-20 02:21:53,1,125.95,广州,女,56
U4125,樊思学,P37096,蓝牙耳机,电子产品,7928.78,2024-11-10 14:05:02,1,7928.78,成都,女,55
U3348,徐风浩,P14964,拼图,玩具,741.74,2024-11-07 18:22:01,1,741.74,武汉,女,23
U2668,霍保,P19253,芭比娃娃,玩具,744.63,2024-08-06 17:28:01,4,2978.52,重庆,女,36
U9236,刁星,P76966,篮球,运动,249.83,2024-02-16 14:44:26,1,249.83,北京,女,18
U3990,经震言,P26711,历史书籍,书籍,741.28,2024-08-28 06:18:17,4,2965.12,上海,男,22
U6915,时康亮,P69187,智能手机,电子产品,3974.38,2024-10-08 05:17:29,1,3974.38,杭州,男,62
U4367,纪强,P55894,跑步鞋,运动,992.05,2024-07-16 13:04:16,2,1984.1,苏州,男,24
U8304,骆峰飞,P29975,T恤,服装,642.48,2024-04-06 00:52:41,1,642.48,重庆,男,52
U1057,齐保波,P94833,科幻小说,书籍,443.71,2024-10-02 16:25:04,4,1774.84,武汉,女,40
U2258,解冠,P37523,羽绒服,服装,119.29,2024-01-19 05:12:24,2,238.58,杭州,女,45
U6815,王炎诚,P76532,口红,美妆,918.82,2024-06-23 07:53:02,2,1837.64,成都,男,63
U8329,严光,P64921,显示器,电子产品,4407.62,2024-02-11 17:30:20,5,22038.1,天津,男,62
U3135,韦星善,P49009,粉底液,美妆,593.5,2024-12-24 11:49:12,3,1780.5,南京,男,49
U9257,陶鹏宁,P93277,智能手机,电子产品,7794.24,2024-05-06 08:22:29,4,31176.96,天津,男,36
U5331,宋先,P17922,变形金刚,玩具,835.82,2024-01-07 18:02:13,3,2507.46,南京,男,32
